,area,category,country,create_date,location,price,state,subarea,text,title,url,pred_bin,pred_class
97,atlanta,cell phones,US,2015-03-19 00:00:00, (OBO),100.0,GA,all atlanta,"
        In excellent condition, has small crack on back and a tiny chip on corner. No other damage besides that. Can be connected to any wireless service, also has been factory reset and wiped clear. owned by elderly woman only used a few months. Comes with a brand new pink otter box, which has a life warranty. Free replacements when damage is done. Earphones, and charger included as well.
    ",IPhone 4,http://atlanta.craigslist.org/nat/mob/4938899348.html,1,4
98,atlanta,cell phones,US,2015-03-19 00:00:00,,400.0,GA,all atlanta,"
        Selling 3 iPhone 6 Plus for $400 Each",iPhone 6 Plus Brand New 128GB,http://atlanta.craigslist.org/eat/mob/4938914287.html,1,6+
99,atlanta,cell phones,US,2015-03-19 00:00:00,,220.0,GA,all atlanta,"
        Slighty cracked",iphone 5+ unlocked,http://atlanta.craigslist.org/atl/mob/4929492106.html,1,5
100,atlanta,cell phones,US,2015-03-19 00:00:00,,400.0,GA,all atlanta,"
        Selling 3 iPhone 6 Plus for $400 Each",iPhone 6 Plus Brand New 128GB,http://atlanta.craigslist.org/wat/mob/4938917043.html,1,6+
101,atlanta,cell phones,US,2015-03-19 00:00:00,,700.0,GA,all atlanta,"
        Flawless in condition ",iphone 6+ AT&T,http://atlanta.craigslist.org/atl/mob/4929485615.html,1,6
102,atlanta,cell phones,US,2015-03-19 00:00:00,,400.0,GA,all atlanta,"
        Selling 3 iPhone 6 Plus for $400 Each",iPhone 6 Plus Brand New 128GB,http://atlanta.craigslist.org/nat/mob/4938913313.html,1,6+
103,atlanta,cell phones,US,2015-03-19 00:00:00,,400.0,GA,all atlanta,"
        Selling 3 iPhone 6 Plus for $400 Each",Apple iPhone 6 Plus 128GB,http://atlanta.craigslist.org/atl/mob/4938912404.html,1,6+
104,atlanta,cell phones,US,2015-03-19 00:00:00,,400.0,GA,all atlanta,"
        Selling 3 iPhone 6 Plus for $400 Each",iPhone 6 Plus 128GB,http://atlanta.craigslist.org/sat/mob/4938914986.html,1,6+
105,atlanta,cell phones,US,2015-03-19 00:00:00,,150.0,GA,all atlanta,"
        IPhone 4s 8gb for sale...great condition...clean esn..still has a warrenty comes with home and car charger.","""""iphone 4s 8gb"""" -",http://atlanta.craigslist.org/atl/mod/4938914288.html,1,4s
106,atlanta,cell phones,US,2015-03-19 00:00:00, (Canton),200.0,GA,all atlanta,"
        phone is in great condition  with no cracks or scratches visible. phone is on at&t network
    ",iphone 5 black,http://atlanta.craigslist.org/nat/mob/4938963725.html,1,5
107,atlanta,cell phones,US,2015-03-18 00:00:00," (Lithonia, GA)",1249.0,GA,all atlanta,"
        2G: GSM 
 ",iPhone 6 Plus 64GB Unlocked,http://atlanta.craigslist.org/atl/mob/4938615436.html,1,6+
108,atlanta,cell phones,US,2015-03-18 00:00:00, (DULUTH),525.0,GA,all atlanta,"
        HI ",iPhone 6 16GB ATT SPACE GREY - LIKE NEW,http://atlanta.craigslist.org/nat/mob/4938265903.html,1,6
109,atlanta,cell phones,US,2015-03-18 00:00:00, (Gwinnett),200.0,GA,all atlanta,"
        Good condition , no cracks or scratches AT&T carrier , text me for more info
    ",iPhone 6,http://atlanta.craigslist.org/nat/mob/4937970129.html,1,6
110,atlanta,cell phones,US,2015-03-18 00:00:00,,650.0,GA,all atlanta,"
        Selling my iPhone 6 Plus 32gb Verizon, color ""Space Gray"". It has a clean ESN and is in mint condition. No scratches or dents at all, fully functioning.",iPhone 6 Plus 32gb Verizon,http://atlanta.craigslist.org/sat/mod/4937758704.html,1,6+
111,atlanta,cell phones,US,2015-03-18 00:00:00,,200.0,GA,all atlanta,"
        Hi, ",**lovely**Brand New IPhone 5s Gold AT&T,http://atlanta.craigslist.org/atl/mod/4937700503.html,1,5s
112,atlanta,cell phones,US,2015-03-18 00:00:00, (atlanta),600.0,GA,all atlanta,"
        In great condition,It works for Verizon. It only comes with the phone and charger all I have I am sorry. great condition just needs some one to buy it. I am selling it because I have no longer of a use for it. If you are interested don't harass me about the phone. The phone is in great condition and it is perfect if you are wanting to know it is a 9 out of 10 only because its used. ",iPhone 6 Verizon white and gold 16gb,http://atlanta.craigslist.org/atl/mob/4937858547.html,1,6
113,atlanta,cell phones,US,2015-03-18 00:00:00,,220.0,GA,all atlanta,"
        iphone 5s 16gb for sale. In great condition! Everything works perfectly, and there is very little wear. ",iphone 5s 16gb for sale,http://atlanta.craigslist.org/atl/mod/4937755975.html,1,5s
114,atlanta,cell phones,US,2015-03-18 00:00:00, (Duluth ga),225.0,GA,all atlanta,"
        iPhone 5 unlock ready to use International with any carrier. I have been taking care of this phone with a case and also screen protector ! ",iPhone 5 Unlock great conditions!,http://atlanta.craigslist.org/nat/mob/4937939584.html,1,5
115,atlanta,cell phones,US,2015-03-18 00:00:00, (South Atlanta),100.0,GA,all atlanta,"
        T-Mobile USA iPhone 4, 4S, 5, 5C, 5S, 6, 6+ - [2-7 Business Days] Factory Unlock Service",T-Mobile iPhone Factory Unlocking,http://atlanta.craigslist.org/atl/mob/4925580014.html,1,0
116,atlanta,cell phones,US,2015-03-18 00:00:00, (SOUTH ATLANTA),65.0,GA,all atlanta,"
        DO YOU HAVE AN IPHONE THAT YOU HAVE WANTED TO UNLOCKED SINCE LIKE YESTERDAY?",IPHONE FACTORY UNLOCKING (IPHONE 6 & IPHONE 6 PLUS),http://atlanta.craigslist.org/atl/mod/4913118440.html,1,6+
117,atlanta,cell phones,US,2015-03-18 00:00:00, (Hampton),100.0,GA,all atlanta,"
        I have an iPhone 4 8gig for sale. It's in great condition currently activated on net10 until 3/20/15
    ",iPhone 4,http://atlanta.craigslist.org/sat/mob/4937987572.html,1,4
118,atlanta,cell phones,US,2015-03-18 00:00:00,,600.0,GA,all atlanta,"
        I am selling my  iPhone 6 32gb gold trimmed it is unlocked, I upgraded to the 6plus so I no longer need it, it is in new condition comes with box and charger.",iPhone 6 32gb gold,http://atlanta.craigslist.org/wat/mod/4937754682.html,1,6
119,atlanta,cell phones,US,2015-03-18 00:00:00, (college park),75.0,GA,all atlanta,"
        i bought this phone off craigslist not knowing it was icloud locked so i can't use it. i paid way more than 75.00 bucks for it so please don't call me with a millions questions and trying to low ball. will meet only in a public place. ",iphone 5c broken screen icloud locked,http://atlanta.craigslist.org/atl/mob/4937961553.html,1,5c
120,atlanta,cell phones,US,2015-03-18 00:00:00, (Loganville),300.0,GA,all atlanta,"
        I am selling this phone because I have an iPhone 6 and I don't want it anymore. The phone a few scratches, dents, or chips, and comes with original box. This phone comes with the charger too.",For Sale: Sprint Apple iPhone 5s Gold,http://atlanta.craigslist.org/eat/mob/4937993302.html,1,5s
121,atlanta,cell phones,US,2015-03-18 00:00:00,,150.0,GA,all atlanta,"
        iPhone 4s 16gb at&t with a custom carbon fiber back plate would be extremely hard to break. One screw broke and the other one lost. ",iPhone 4s 16gb at&t,http://atlanta.craigslist.org/nat/mod/4937755281.html,1,4s
122,atlanta,cell phones,US,2015-03-18 00:00:00, (Braselton),100.0,GA,all atlanta,"
        I have a Black Iphone 4 with Sprint that is in good condition and has a clean ESN.  It has had a screen protector and case on it since day one.  This phone works perfectly I just upgraded to an Iphone 5s so I don't need it anymore.  I can text pics upon request.  If interested contact me.
    ",Iphone 4,http://atlanta.craigslist.org/nat/mob/4938001237.html,1,4
123,atlanta,cell phones,US,2015-03-18 00:00:00, (SOUTH ATLANTA),85.0,GA,all atlanta,"
        DO YOU HAVE AN IPHONE THAT YOU HAVE WANTED TO UNLOCKED SINCE LIKE YESTERDAY?",IPHONE FACTORY UNLOCKING,http://atlanta.craigslist.org/atl/mod/4913122546.html,1,0
124,atlanta,cell phones,US,2015-03-18 00:00:00,,350.0,GA,all atlanta,"
        I just upgraded to the Iphone 6 with Sprint.  I have a 5s that I have had for less than a year.  The phone is in excellent condition with a clean ESN.  Upon request I can give you the ESN number so you can call Sprint to verify that it is good.  Call or text me and I can send you pics.  Cash only and please only those who are serious contact me about this phone.  Thanks,
    ",Sprint White Iphone 5s 16 gb,http://atlanta.craigslist.org/nat/mob/4938012093.html,1,5s
125,atlanta,cell phones,US,2015-03-18 00:00:00, (norcross),375.0,GA,all atlanta,"
        iPhone 5s ATT 32GB Space Grey. Applecare is good through September. ",iPhone 5s ATT 32GB Space Grey Applecare,http://atlanta.craigslist.org/nat/mob/4938047461.html,1,5s
126,atlanta,cell phones,US,2015-03-18 00:00:00, (old fourth ward),150.0,GA,all atlanta,"
        This is a used iPhone 5 with clean ESN. Cosmetically, it has endured a few drops. Even though I used a case, it still is a bit banged up in the corners. However, if you put a case on it, you won't even notice -- the screen itself is in excellent condition and functions great. Price is negotiable due to cosmetic condition.",iPhone 5 / Sprint / 16GB / black / unlockable!,http://atlanta.craigslist.org/atl/mob/4938036837.html,1,5s
127,atlanta,cell phones,US,2015-03-18 00:00:00,,230.0,GA,all atlanta,"
        Here posted for sale is a used Apple iPhone 5 32gb Black for Sprint providers with case included. Phone is unlocked This sale is for local pickup only. No power cable or headphones included. Cash only on local pickup. Paypal & Shipping options available.
    ",Used iPhone 5 32gb Black w/ case (Sprint),http://atlanta.craigslist.org/atl/mob/4938084651.html,1,-1
128,atlanta,cell phones,US,2015-03-18 00:00:00, (Marietta),750.0,GA,all atlanta,"
        I have a perfect condition iPhone 6 Plus Space Gray For T-Mobile I  Just Bought It Today Brand NEW Never opened comes With All Accessories Including Box And I Still Have The Receipt For It Please Contact Me If Your Interested @",iPhone 6 Plus,http://atlanta.craigslist.org/atl/mob/4938096422.html,1,6+
129,atlanta,cell phones,US,2015-03-18 00:00:00, (Atlanta),100.0,GA,all atlanta,"
        The phone is in excellent condition. No sign of usage at all. Everything is working perfectly. It is AT&T version but it has been unlocked for Tmobile or any GSM carrier all over the world. All passwords and apple iCloud lock were cleared. It is ready for the new owner. It comes with usb cable and wall charger.",****Factory Unlocked iPhone 4 8gig-- Clean ESN*****,http://atlanta.craigslist.org/atl/mob/4931470578.html,1,4
130,atlanta,cell phones,US,2015-03-18 00:00:00, (Atlanta),200.0,GA,all atlanta,"
        black iphone 5 in great shape.  No cracks/dents.  Battery in great shape. factory unlocked
    ",Iphone 5 16 g,http://atlanta.craigslist.org/atl/mob/4938119290.html,1,5
131,atlanta,cell phones,US,2015-03-18 00:00:00, (Forsyth County),120.0,GA,all atlanta,"
        Sprint IPhone 4s 16gb - great condition with a crack on the back. The front is crack free and works perfectly. Comes with charger to. LOOKING TO SELL FAST! Will send you pictures of phone if asked. ",Sprint IPhone 4s 16gb,http://atlanta.craigslist.org/nat/mob/4922493968.html,1,4s
132,atlanta,cell phones,US,2015-03-18 00:00:00, (atlanta),80.0,GA,all atlanta,"
        CLEAN ESN",Iphone 6 plus gold 16gb,http://atlanta.craigslist.org/atl/mod/4937928945.html,1,6+
133,atlanta,cell phones,US,2015-03-18 00:00:00, (BEAVER RUIN/NORCROSS/GWINNETT/ATLANTA WILL MEET),250.0,GA,all atlanta,"
        Hello i have a excellent condition At&t iPhone 5 clean Iemi for sale comes with wall charger data cable screen protector headphones and full body protective case you get all this for only $250 dollars firm . . . . .",~!~ AT&T CLEAN IEMI IPHONE 5 BUNDLE PACK~!~,http://atlanta.craigslist.org/atl/mob/4930089476.html,1,5
134,atlanta,cell phones,US,2015-03-18 00:00:00, (I-20/285 East),420.0,GA,all atlanta,"
        This is for a Grey iPhone 6 AT&T ",iPhone 6 plus Grey 16gb AT&T,http://atlanta.craigslist.org/eat/mob/4937745913.html,1,6+
135,atlanta,cell phones,US,2015-03-17 00:00:00," (Cool Tech Wireless, Norcross)",700.0,GA,all atlanta,"
        ALL OF OUR ITEMS COME WITH WARRANTY! CLEAN IMEI/ESN OR MONEY BACK!!",iPhone 6 Plus 16Gb Silver GSM Unlocked Refurbished,http://atlanta.craigslist.org/eat/mod/4936805581.html,1,6+
136,atlanta,cell phones,US,2015-03-17 00:00:00,,650.0,GA,all atlanta,"
        Brand New With 12 Month Warranty And The Accessories That Comes With The Phone (Extra $50 for 3 Cases (Water Proof Case, Shock Proof Case, and Charger Case) And 2 Chargers ( Glow In The Dark & 10 ft. ))
    ",Brand New iPhone 6 With Best Deal,http://atlanta.craigslist.org/atl/mob/4936884633.html,1,6
137,atlanta,cell phones,US,2015-03-17 00:00:00, (Alpharetta),199.0,GA,all atlanta,"
        $199 or OBO. This phone was with AT&T and its unlocked by At&t itself. I have used it with T-mobile too. It's in excellent condition. Except a small chip on the corner which is not significant or noticeable. It comes with protector case, TWO chargers, Headphones, box and screen protectors too. Very gently used. I can meet in common places North of perimeter mall. Cash only! If this ad is here, it is still for sale!
    ",iPhone 5 16GB Unlocked Excellent Box incl. T-Mobile ATT any carrier,http://atlanta.craigslist.org/nat/mob/4936948496.html,1,5
138,atlanta,cell phones,US,2015-03-17 00:00:00, (Brookhaven),150.0,GA,all atlanta,"
        I am selling my used iPhone 4s. This phone is still in great condition (although there are a few small surface scratches on the corners- screen and glass are in perfect condition) and will come with a car & wall charger, and also a otter-box like case. Please contact me if you are a interested, SERIOUS buyer. Thanks! Six7eight-462-nine16zero.
    ",iPhone 4s- Black,http://atlanta.craigslist.org/atl/mob/4936949525.html,1,4s
139,atlanta,cell phones,US,2015-03-18 00:00:00, (Buford),265.0,GA,all atlanta,"
        In good condition - comes with the original box - see pictures for details. Clean ESN - I can meet you at a Sprint store so that you can activate it on your account and check the IMEI.",Apple iPhone 5 - 64GB - Black & Slate (Sprint) Smartphone Clean ESN!!!,http://atlanta.craigslist.org/nat/mob/4938105132.html,1,5
140,atlanta,cell phones,US,2015-03-17 00:00:00, (hiram),70.0,GA,all atlanta,"
        Iphone was unlocked use to be Sprint network, downloaded the new IOS software in error. Had to get it jailbroke to make calls and text. Since that happened unable to access mobile data, only wifi. Could be fixed with the Apple Technical Support. It only has small crack on bad thats it, picture isnt that great. Phone works you just need Uverse /Wifi.Currently on T-Mobile
    ","Iphone 4S- Jailbroken,unlocked",http://atlanta.craigslist.org/wat/mob/4936968393.html,1,4s
141,atlanta,cell phones,US,2015-03-17 00:00:00,,130.0,GA,all atlanta,"
        I have an iPhone 4s, 32GB, low wear,with completely restored memory. It's unlocked. $130.
    ",iPhone 4s 32GB for sale in ATL,http://atlanta.craigslist.org/atl/mob/4936979234.html,1,4s
142,atlanta,cell phones,US,2015-03-17 00:00:00, (Stockbridge),185.0,GA,all atlanta,"
        Selling my Gold iPhone 5s for T-mobile. This phone is paid off I recently dropped it and cracked it and it doesn't hold a charge well. This is my current phone but once I sell I will be getting something new. Please fill free to ask questions. I'm being very honest about the phone's condition. Contact me by phone call, text, or email if interested. ",Gold iPhone 5s T-mobile,http://atlanta.craigslist.org/sat/mob/4936964903.html,1,5s
143,atlanta,cell phones,US,2015-03-17 00:00:00, (Gainesville),600.0,GA,all atlanta,"
        Is in great conditions with Screen protector just not really an iPhone fan and would like to Get a galaxy for more info contact me, if you got $500 in your hand the phone is yours not sure if the phone is unlock thoe?
    ",iPhone 6 Sprint 16gb,http://atlanta.craigslist.org/nat/mob/4936980795.html,1,6
144,atlanta,cell phones,US,2015-03-17 00:00:00,,125.0,GA,all atlanta,"
        Apple iPhone 5 - 16GB - White & Silver (AT&T) Smartphone (MD635LL/A)",iPhone 5 - 16GB - White & Silver like new,http://atlanta.craigslist.org/wat/mob/4920588340.html,1,5
145,atlanta,cell phones,US,2015-03-17 00:00:00, (Public),500.0,GA,all atlanta,"
        Gold 128 gb iPhone 6 with charger case and extra protective case. Have box. Like new. (Sprint) make me an offer. Do not contact regarding PayPal!!!! Cash only.
    ",(No PayPal) Gold 128 gb iPhone 6 with charge case (sprint),http://atlanta.craigslist.org/atl/mob/4937018462.html,1,-1
146,atlanta,cell phones,US,2015-03-17 00:00:00,,300.0,GA,all atlanta,"
        I am selling my iphone 5s its for AT&T.  It is still in contract but You can unlock in online site like ebay or you can use with AT&T . I am moving out of country i would like to sell it ASAP. I will provide IMEI number so that you can verify  before we can meet any public place.
    ",IPhone 5s gold 32gb//great condition,http://atlanta.craigslist.org/atl/mob/4937030901.html,1,5s
147,atlanta,cell phones,US,2015-03-17 00:00:00,,600.0,GA,all atlanta,"
        Excellent condition only had for a month needed more storage so I upgraded. Gold iPhone 6 with TMobile have a few phone cases Victoria Secret brands and some clear and also glow in dark cases.
    ",iPhone 6 TMobile 16GB gold,http://atlanta.craigslist.org/nat/mob/4937123588.html,1,6
148,atlanta,cell phones,US,2015-03-17 00:00:00,,200.0,GA,all atlanta,"
        Brand new iPhone 5 16GB. Still has packaging stickers on it, never been used. Replaced my 5 then I upgraded to the iphone 6.",Brand new iphone 5 -- Sprint,http://atlanta.craigslist.org/atl/mob/4895053330.html,1,5s
149,atlanta,cell phones,US,2015-03-17 00:00:00, (GA),180.0,GA,all atlanta,"
        Please visit page",Apple iPhone 5s 64GB,http://atlanta.craigslist.org/atl/mod/4937152028.html,1,5s
150,atlanta,cell phones,US,2015-03-18 00:00:00,,240.0,GA,all atlanta,"
        Like new pink iPhone 5c. Unlocked for any sim carrier. Great condition! Serious Buyers contact me ASAP! Nia 
 ",Pink iPhone 5c *Factory Unlocked*,http://atlanta.craigslist.org/atl/mob/4937277117.html,1,5c
151,atlanta,cell phones,US,2015-03-18 00:00:00, (Atlanta),700.0,GA,all atlanta,"
        Verizon Space Grey iPhone 6 64GB for sale or trade (read details)",Verizon Space Grey iPhone 6 64GB for sale or trade (read details),http://atlanta.craigslist.org/atl/mob/4937268039.html,1,-1
152,atlanta,cell phones,US,2015-03-18 00:00:00, (Atlanta/Norcross/Marrietta),700.0,GA,all atlanta,"
        64 GB iPhone 6 plus, white, ATT, good condition. no cracks or scratches. Comes with original box, charger, and headphones. 700. Text ",64 GB iphone 6 plus,http://atlanta.craigslist.org/atl/mob/4937139508.html,1,6+
153,atlanta,cell phones,US,2015-03-18 00:00:00, (South Atlanta),575.0,GA,all atlanta,"
        I have a brand new IPhone 6 Plus 16gb this phone haven't ever been used the only way you can buy the phone is if you meet me at a police station txt me at ",Iphone 6 Plus,http://atlanta.craigslist.org/sat/mob/4937287686.html,1,6+
154,atlanta,cell phones,US,2015-03-18 00:00:00, (Atlanta),800.0,GA,all atlanta,"
        At&t Space Grey iPhone 6+ 64GB for trade or sale (read details)",At&t Space Grey iPhone 6+ 64GB for trade or sale (read details),http://atlanta.craigslist.org/atl/mob/4937271075.html,1,-1
155,atlanta,cell phones,US,2015-03-18 00:00:00, (Atlanta),100.0,GA,all atlanta,"
        it 'has a icloud lock bought it off ebay seller didnt tell me so i lost $200 i dont know how to unlock or anyone so my lose ur gain if u can use it ",iphone 5s at&t black,http://atlanta.craigslist.org/atl/mob/4937313667.html,1,5s
156,atlanta,cell phones,US,2015-03-18 00:00:00,,80.0,GA,all atlanta,"
        Like new- no scratches",Iphone 4 - 8g Sprint -EUC-price reduced!!,http://atlanta.craigslist.org/nat/mob/4937357577.html,1,4
157,atlanta,cell phones,US,2015-03-17 00:00:00, (Gwinnett),200.0,GA,all atlanta,"
        iPhone 5 for sale. Nothing wrong with the phone, I just got the iPhone 6. Looking for 175, but I will consider any reasonable offer. Text/Call me at ",iPhone 5 ATT 175 OBO,http://atlanta.craigslist.org/atl/mob/4936196553.html,1,5
158,atlanta,cell phones,US,2015-03-17 00:00:00, (Camp Creek & Fulton Indus Blvd or Ex 9 GA 400),230.0,GA,all atlanta,"
        Pink Iphone 5c 16 gb unlocked and unused.  No problems at all with the unit.  No box  but packaged.  Mfg warranty.
    ",Iphone 5c pink 16 gb unlocked unused,http://atlanta.craigslist.org/wat/mob/4923728431.html,1,5c
159,atlanta,cell phones,US,2015-03-17 00:00:00, (LAWRENCEVILLE),65.0,GA,all atlanta,"
        Yes $65 iphone 5 lcd/glass repair (full front.)",iphone 5 5S 5C glass lcd replacement,http://atlanta.craigslist.org/nat/mob/4925680470.html,-1,-1
160,atlanta,cell phones,US,2015-03-17 00:00:00, (SUWANEE),65.0,GA,all atlanta,"
        Yes $65 iphone 5 lcd/glass repair (full front.)",iphone 5 5S 5C glass lcd replacement,http://atlanta.craigslist.org/nat/mob/4925684938.html,-1,-1
161,atlanta,cell phones,US,2015-03-17 00:00:00, (LAWRENCEVILLE),65.0,GA,all atlanta,"
        Yes $65 iphone 5 lcd/glass repair (full front.)",iphone 5 5S 5C glass lcd replacement,http://atlanta.craigslist.org/nat/mob/4925678578.html,-1,-1
162,atlanta,cell phones,US,2015-03-17 00:00:00, (Dahlonega),225.0,GA,all atlanta,"
        iPhone 5 in perfect condition, no scratches everything works as it should. The phone has been in an Otter Box case since day 1.",iPhone 5 16gb AT&T - PERFECT,http://atlanta.craigslist.org/nat/mob/4936056082.html,1,5
163,atlanta,cell phones,US,2015-03-17 00:00:00, (LAWRENCEVILLE),65.0,GA,all atlanta,"
        Yes $65 iphone 5 lcd/glass repair (full front.)",iphone 5 5S 5C glass lcd replacement,http://atlanta.craigslist.org/nat/mob/4925675481.html,-1,-1
164,atlanta,cell phones,US,2015-03-17 00:00:00,,150.0,GA,all atlanta,"
        Phone is gorgeous condition. Kept in a shell since birth. (Only about 6 months old). It is jailbroken on iOS 8.1.2. Cydia installed and I added a few nice repos. It's a 16gig, white phone that is NOT unlocked. It is an AT&T GSM phone. It was my work phone and not available to unlock through ATT yet. Phone is 100% functional and in excellent condition. ","[Apple] iPhone 5s (16g) White, AT&T",http://atlanta.craigslist.org/atl/mod/4936024176.html,1,5s
165,atlanta,cell phones,US,2015-03-17 00:00:00, (POWDER SPRINGS),200.0,GA,all atlanta,"
        My iPhone 5 is clean esn for T-Mobile and has scratches and was my personal phone for a year. I want $200 firm. ",Tmobile iPhone 5 16gb,http://atlanta.craigslist.org/atl/mob/4936078588.html,1,5
166,atlanta,cell phones,US,2015-03-17 00:00:00,,140.0,GA,all atlanta,"
        *** Sprint iPhone 5 16gb ***",Sprint iPhone 5 16gb,http://atlanta.craigslist.org/atl/mod/4936024148.html,1,5
167,atlanta,cell phones,US,2015-03-17 00:00:00, (Norcross),550.0,GA,all atlanta,"
        I am selling a brand new white front and silver back iPhone 6 16gb for T-Mobile for $550. You can get it unlocked though. It comes in the box with all of the original accessories except for the earphones. No trades and no shipping!! We can meet at a T-Mobile store. Please text ",Brand new iPhone 6 tmobile,http://atlanta.craigslist.org/nat/mob/4932969259.html,1,6
168,atlanta,cell phones,US,2015-03-17 00:00:00, (Wireless World Atl),300.0,GA,all atlanta,"
        Wireless World ATL ",Like New iPhone 5C At&t For Only,http://atlanta.craigslist.org/atl/mod/4931595122.html,1,5c
169,atlanta,cell phones,US,2015-03-17 00:00:00, (norcross/Atlanta),550.0,GA,all atlanta,"
        I am selling a brand new white front and silver back iPhone 6 16gb for T-Mobile for $550. You can get it unlocked though. It comes in the box with all of the original accessories except for the earphones. No trades and no shipping!! We can meet at a T-Mobile store. Please text ",Brand new iPhone 6 16gb tmobile,http://atlanta.craigslist.org/nat/mob/4930765880.html,1,6
170,atlanta,cell phones,US,2015-03-17 00:00:00,,380.0,GA,all atlanta,"
        iPhone 6 16gb bulk any color",iPhone 6 Bulk,http://atlanta.craigslist.org/atl/mob/4919942240.html,1,6
171,atlanta,cell phones,US,2015-03-17 00:00:00, (Peachtree City),250.0,GA,all atlanta,"
        For sale is an iphone 5 in white. Phone is in excellent condition and comes with the Tech 21 case in the picture. Includes charger and original box.
    ",Iphone 5 16GB AT&T White - unlocked,http://atlanta.craigslist.org/sat/mob/4922964824.html,1,5
172,atlanta,cell phones,US,2015-03-17 00:00:00,,320.0,GA,all atlanta,"
        Hi, ",iPhone 5c 8GB WHITE,http://atlanta.craigslist.org/eat/mob/4936194512.html,1,5c
173,atlanta,cell phones,US,2015-03-17 00:00:00, (Ellijay),85.0,GA,all atlanta,"
        Selling white iPhone 4s from verizon network. 16gb. Less then year old. Has minor crack in screen. Works fine otherwise. Comes with black otter box and belt clip. Original phone box and 6ft wall charger. I may have additional belt clip I'll throw in and at least another high quality charger for free.  Call or text.
    ",iPhone 4s 16gb verizon,http://atlanta.craigslist.org/atl/mob/4928723387.html,1,4s
174,atlanta,cell phones,US,2015-03-17 00:00:00, (Kennesaw),120.0,GA,all atlanta,"
        I'm selling an Iphone 4s 16G Atgt is in good condition, I was the only owner and it have been in my drawer for 4 months.
    ",Iphone 4s 16G ATgT,http://atlanta.craigslist.org/atl/mob/4922677770.html,1,4s
175,atlanta,cell phones,US,2015-03-16 00:00:00, (Downtown Atlanta),65.0,GA,all atlanta,"
        Good Condition Everything work Activation ready
    ",iphone 4 verizon 8gb,http://atlanta.craigslist.org/atl/mob/4935564047.html,1,4
176,atlanta,cell phones,US,2015-03-16 00:00:00," (Cool Tech Wireless, Norcross)",380.0,GA,all atlanta,"
        Cool Tech Wireless",iPhone 5S 16GB Silver AT&T Used,http://atlanta.craigslist.org/eat/mod/4935064189.html,1,5s
177,atlanta,cell phones,US,2015-03-16 00:00:00,,299.0,GA,all atlanta,"
        Selling T-Mobile iPhone 5s ",Gold iPhone 5s $299,http://atlanta.craigslist.org/atl/mob/4934869091.html,1,5s
178,atlanta,cell phones,US,2015-03-16 00:00:00, (CUMMING),150.0,GA,all atlanta,"
        got new phone, dont need this one anymore. works perfectly. 64 gig iphone 5 $150.FIRM Dont be a fool and ask for a lower price since you know this wont last one hour at this price. Works with SPRINT (lowest priced carrier ) lowest priced iphone 5 64G ANYWHERE! text or call ",iphone 5 64G Sprint great condition,http://atlanta.craigslist.org/atl/mob/4924401991.html,1,5
179,atlanta,cell phones,US,2015-03-16 00:00:00,,280.0,GA,all atlanta,"
        IPhone 5s for sale...already unlocked and compatible with any carrier...comes with an Otter Box... It's in great like new condition. Contact for any further details.
    ",IPHONE 5S UNLOCKED,http://atlanta.craigslist.org/atl/mob/4934536259.html,1,5s
180,atlanta,cell phones,US,2015-03-16 00:00:00,,100.0,GA,all atlanta,"
        Like new ipohne 4s for verizon. Works perfectly no damage.
    ",iPhone 4s Verizon,http://atlanta.craigslist.org/atl/mob/4923012456.html,1,4s
181,atlanta,cell phones,US,2015-03-16 00:00:00, (Atlanta),500.0,GA,all atlanta,"
        I have a unlocked Verizon iPhone 6plus 64gb unlocked the phone is space gray and has a minor crack which isn't noticeable bc it has a screen protector on it I am asking 500 bc of the crack i can be reached at ",Unlocked iPhone 6plus Verizon 64gb minor crack,http://atlanta.craigslist.org/atl/mob/4934605576.html,1,6+
182,atlanta,cell phones,US,2015-03-16 00:00:00, (Loganville),140.0,GA,all atlanta,"
        I have a used At&t Iphone 4s cell phone16gb for sale The phone has been well taken care of and is in perfect condition besides maybe 1 little thin scratch. Contact for any other info ",Iphone 4s 16gb At&t perfect condition,http://atlanta.craigslist.org/eat/mob/4934613177.html,1,4s
183,atlanta,cell phones,US,2015-03-16 00:00:00,,175.0,GA,all atlanta,"
        Like brand new ",Blue iPhone 5c,http://atlanta.craigslist.org/atl/mob/4934622222.html,1,5c
184,atlanta,cell phones,US,2015-03-16 00:00:00, (cobb county),300.0,GA,all atlanta,"
        Selling a white iPhone 5s 16g like new please let me know if interested in see pictures of it ",White iPhone 5s for sale AT&T,http://atlanta.craigslist.org/nat/mob/4934688924.html,1,5s
185,atlanta,cell phones,US,2015-03-16 00:00:00," (Cool Tech Wireless, Norcross)",250.0,GA,all atlanta,"
        Cool Tech Wireless",iPhone 5C 8GB Pink GSM Unlocked Used,http://atlanta.craigslist.org/eat/mod/4934637942.html,1,5c
186,atlanta,cell phones,US,2015-03-16 00:00:00, (atlanta ga),550.0,GA,all atlanta,"
        I have a brand new (never used) iPhone 6 (16 gig) for sale. I have everything that comes with it.  Must be willing to meet in safe public place. No funny business... $550 OBO
    ",IPHONE 6 (BRAND NEW) AT&T,http://atlanta.craigslist.org/nat/mob/4934797240.html,1,6
