category,create_date,title,country,price,area,state,location,subarea,class,bin_class
cell phones,2/21/15 15:19,Like New iPhone 5s Silver 16GB,US,280,atlanta,GA,,all atlanta,5s,1
cell phones,2/21/15 15:22,Iphone 6 like New $500 OBO (Tmobile),US,500,atlanta,GA, (Marietta),all atlanta,6,1
cell phones,2/21/15 15:34,"Iphone 4, Navy Blue",US,100,atlanta,GA,,all atlanta,4,1
cell phones,2/21/15 15:46,Selling 2 IPhone 6 Plus AT&amp;T 64GB GOLD,US,735,atlanta,GA, (Buford),all atlanta,6+,1
cell phones,2/21/15 16:44,"iPhone 4 32GB unlocked, excellent condition",US,150,atlanta,GA, (Northern ATL),all atlanta,4,1
cell phones,2/21/15 16:45,"iPhone 5 16GB unlocked, new battery, excellent condition",US,250,atlanta,GA, (North),all atlanta,5,1
cell phones,2/21/15 16:59,IPhone 5c,US,200,atlanta,GA, (Aragon),all atlanta,5c,1
cell phones,2/21/15 17:17,iPhone 64GB Gold Tmobile Excellent Condition only 2 weeks old !,US,700,atlanta,GA, (Atlanta),all atlanta,0,1
cell phones,2/21/15 17:57,Sprint iPhone 5,US,200,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,2/21/15 18:00,iPhone 5 32G,US,290,atlanta,GA, (Lindbergh),all atlanta,5,1
cell phones,2/21/15 18:16,"Brand New, In the Box, Sprint Iphone 5C",US,250,atlanta,GA," (Norcross, GA)",all atlanta,5c,1
cell phones,2/21/15 19:09,iphone 5s sprint trade or sell,US,275,atlanta,GA, (jonesboro),all atlanta,5s,1
cell phones,2/21/15 19:34,iPhone 6 (Gold)(Straight Talk),US,660,atlanta,GA,,all atlanta,6,1
cell phones,2/21/15 20:22,Boost Mobile iPhone 5c,US,320,atlanta,GA, (West Side of Atlanta),all atlanta,5c,1
cell phones,2/21/15 22:05,IPhone 5S Verizon sell or trade,US,300,atlanta,GA, (south atlanta),all atlanta,5s,1
cell phones,2/21/15 23:18,iPhone 6 plus,US,500,atlanta,GA, (Conyers),all atlanta,6+,1
cell phones,2/21/15 23:22,iPhone 6 plus gold,US,500,atlanta,GA, (Conyers),all atlanta,6+,1
cell phones,2/21/15 23:56,iphone 5 whithe 16Gb by sprint,US,200,atlanta,GA, (Doraville),all atlanta,5,1
cell phones,2/22/15 0:08,iphone 5 Verizon Unlock,US,230,atlanta,GA,,all atlanta,5,1
cell phones,2/22/15 7:43,Iphone 5,US,275,atlanta,GA, (Dallas),all atlanta,5,1
cell phones,2/22/15 8:55,________ (3) New! Apple iPhone 6 | Unlocked __________,US,1200,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,2/22/15 9:03,IPhone 4s white AT&amp;T,US,100,atlanta,GA, (Johns creek),all atlanta,4s,1
cell phones,2/22/15 9:48,T-Mobile iPhone 6 Plus,US,500,atlanta,GA,,all atlanta,6+,1
cell phones,2/22/15 9:53,iPhone 5s 16gb w/ ballistic case,US,400,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,2/22/15 10:35,Iphone 5S 32GB,US,465,atlanta,GA, (Stone Mountain),all atlanta,5s,1
cell phones,2/22/15 11:23,iPhone 5,US,225,atlanta,GA, (Buford),all atlanta,5,1
cell phones,2/22/15 12:01,iPhone 6 t mobile,US,500,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,2/22/15 12:17,white iPhone 5s 16 GB,US,300,atlanta,GA,,all atlanta,5s,1
cell phones,2/22/15 12:38,IPhone 5s 64gb white,US,450,atlanta,GA, (suwanee),all atlanta,5s,1
cell phones,2/22/15 12:48,iphone 5s sprint Trade or Sell,US,275,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,2/22/15 12:58,16gig iphone 5 unlocked,US,250,atlanta,GA, (atlanta),all atlanta,5,1
cell phones,2/22/15 13:27,iPhone 6 unlocked 64 gb,US,600,atlanta,GA, (Smyrna),all atlanta,6,1
cell phones,2/22/15 13:30,**GREAT CONDITION 8GB iPhone 4 Black AT&amp;T CLEAN IMEI GUARANTEED**,US,90,atlanta,GA," (Express Electronics, Duluth)",all atlanta,4,1
cell phones,2/22/15 13:40,iPhone 5s AT&amp;T,US,260,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,2/22/15 14:25,iPhone 5S 16GB Sprint: Great Condition,US,300,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,2/22/15 14:31,IPHONE 4s with SIRI,US,200,atlanta,GA, (Alpharetta),all atlanta,4s,1
cell phones,2/22/15 14:44,IPhone 5c for sale unlocked,US,300,atlanta,GA, (Roswell),all atlanta,5c,1
cell phones,2/22/15 14:50,**FLAWLESS MINT 16GB iPhone 6 Gray AT&amp;T FACTORY UNLOCKED**,US,580,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,2/22/15 15:27,IPhone 5c sprint,US,120,atlanta,GA, (south atlanta),all atlanta,5c,1
cell phones,2/22/15 16:11,Unlock Iphone 5,US,240,atlanta,GA,,all atlanta,5,1
cell phones,2/22/15 16:12,iPhone 6 Customized RED,US,850,atlanta,GA, (United states),all atlanta,6,1
cell phones,2/22/15 16:23,iphone 6 128gb,US,650,atlanta,GA,,all atlanta,6,1
cell phones,2/22/15 17:14,LOOKING FOR iPhone,US,200,atlanta,GA,,all atlanta,0,0
cell phones,2/22/15 17:18,White 16gb Verizon iPhone 4,US,110,atlanta,GA,,all atlanta,4,1
cell phones,2/22/15 17:42,iPhone 5 AT&amp;T,US,220,atlanta,GA, (Cumming /Alpharetta),all atlanta,5,1
cell phones,2/22/15 17:44,iPhone 4S 16GB (cleared of content) &amp; case - EXCELLENT CONDITION - ITP,US,100,atlanta,GA,,all atlanta,4s,1
cell phones,2/22/15 19:30,Iphone 4 like new asking $100,US,100,atlanta,GA, (atl),all atlanta,4,1
cell phones,2/22/15 19:36,Perfect condition Sprint Iphone 5,US,200,atlanta,GA, (Marietta),all atlanta,5,1
cell phones,2/22/15 19:54,iPhone 6 white and gold AT&amp;T,US,470,atlanta,GA, (McDonough),all atlanta,6,1
cell phones,2/22/15 20:20,iPhone 5s plus more!!!!,US,300,atlanta,GA, (Mall of ga),all atlanta,5s,1
cell phones,2/22/15 22:03,iPhone 5c 16 gb-sprint,US,200,atlanta,GA,,all atlanta,5c,1
cell phones,2/22/15 22:13,iPhone 5s 64GB....DEAD,US,100,atlanta,GA, (gwinnett area),all atlanta,5s,1
cell phones,2/22/15 22:25,Mophie juice pack air for iPhone 5/5s - Red,US,60,atlanta,GA, (midtown atlanta),all atlanta,0,0
cell phones,2/22/15 22:30,16 gb gold iphone 5s,US,110,atlanta,GA, (gainesville),all atlanta,5s,1
cell phones,2/23/15 11:21,Trade iphone 6 plus 64GB Grey/Red BlackBerry Passort,US,550,atlanta,GA, (atlanta),all atlanta,0,0
cell phones,2/23/15 11:36,New AT&amp;T Apple Iphone 6+ 128 GB - Black,US,680,atlanta,GA, (Metro Atlanta),all atlanta,6+,1
cell phones,2/23/15 11:48,Galaxy Note Edge Trade For iPhone 6 or 6+,US,750,atlanta,GA, (Buckhead),all atlanta,0,0
cell phones,2/23/15 12:01,iPhone 4,US,150,atlanta,GA, (marietta ga),all atlanta,4,1
cell phones,2/23/15 12:02,IPHONE 5C (8GB) AT&amp;T,US,275,atlanta,GA,,all atlanta,5c,1
cell phones,2/23/15 12:46,NEW iPhone 6 - 16GB - Space Gray T-MOBILE,US,580,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,2/23/15 12:51,FOR SALE new iPhone 6 (16gb space gray),US,550,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,2/23/15 12:53,iPhone 5s Gold 16g SPRINT,US,280,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,2/23/15 13:09,Verizon iPhone 4 White,US,140,atlanta,GA,,all atlanta,4,1
cell phones,2/23/15 13:44,LIKE NEW - Sprint iPhone 6 16GB Space Grey CLEAN ESN GUARANTEED!!!,US,470,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,2/23/15 13:45,Wanted iphone 6 plus AT&amp;T,US,500,atlanta,GA, (Marietta),all atlanta,0,0
cell phones,2/23/15 14:00,iPhone 5C 16GB AT&amp;T GSM Unlocked Blue,US,280,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/23/15 14:10,TOP BUYER iphone 6 brand new verizon att,US,800,atlanta,GA, (east),all atlanta,0,0
cell phones,2/23/15 14:18,Iphone 5C White 8GB,US,150,atlanta,GA, (Kennesaw),all atlanta,5c,1
cell phones,2/23/15 14:19,iPhone 5C 16GB AT&amp;T GSM Unlocked Green,US,280,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/23/15 14:22,iPhone 5C 16GB AT&amp;T GSM Unlocked Pink,US,280,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/23/15 14:25,iPhone 5C 16GB AT&amp;T GSM Unlocked White,US,280,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/23/15 15:24,IPHONE 5C 150$$ 32GB CHEAP$$$$$$$,US,150,atlanta,GA, (Conyers),all atlanta,5c,1
cell phones,2/23/15 15:29,Iphone 4S White Verizon Great Condition,US,150,atlanta,GA, (Kennesaw/Marietta),all atlanta,4s,1
cell phones,2/23/15 15:39,Verizon iPhone 5s,US,275,atlanta,GA, (Athens),all atlanta,5s,1
cell phones,2/23/15 16:02,IPHONE 5C 16G WHITE SPRINT,US,200,atlanta,GA, (LILBURN),all atlanta,5c,1
cell phones,2/23/15 16:06,LIKE NEW - Verizon iPhone 6 64GB Silver ***FACTORY UNLOCKED***,US,650,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,2/23/15 16:19,Iphone 5S gold 16gb sprint,US,300,atlanta,GA, (lithonia),all atlanta,5s,1
cell phones,2/23/15 16:53,iPhone 4 8g new unopened box at&amp;t,US,159,atlanta,GA, (woodstock),all atlanta,4,1
cell phones,2/23/15 17:11,NEW iPhone 6 64GB Gold GSM Unlocked,US,850,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6,1
cell phones,2/23/15 17:27,iPhone 5S Silver AT&amp;T 16GB Used,US,380,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5s,1
cell phones,2/23/15 17:31,iPhone 6 Plus Silver GSM Unlocked Refurbished,US,620,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6+,1
cell phones,2/23/15 17:51,IPHONE 5S 16GB GOLD,US,400,atlanta,GA, (marietta),all atlanta,5s,1
cell phones,2/23/15 19:16,iphone 5 factory unclock white 32g for parts,US,60,atlanta,GA, (lawrenceville),all atlanta,5,1
cell phones,2/23/15 20:04,Iphone 5 32gb AT&amp;T white/silver OBO,US,260,atlanta,GA, (Cumming),all atlanta,5,1
cell phones,2/23/15 22:09,Factory Unlocked iPhone 4S AT&amp;T 32gb + Armband,US,200,atlanta,GA,,all atlanta,4s,1
cell phones,2/23/15 23:40,iPhone 5 Att white,US,250,atlanta,GA, (Gwinnett),all atlanta,5,1
cell phones,2/24/15 1:51,Sprint IPhone 5C,US,100,atlanta,GA, (Canton),all atlanta,5c,1
cell phones,2/24/15 1:55,iPhone 6 new unopened AT&amp;T 64gb,US,675,atlanta,GA, (Lenox Area),all atlanta,6,1
cell phones,2/24/15 5:23,NEW Apple iPhone 5 64GB Black - AT&amp;T,US,350,atlanta,GA, (Smyrna),all atlanta,5,1
cell phones,2/24/15 8:32,5s _--32_=-gb iPhone,US,200,atlanta,GA,,all atlanta,5s,1
cell phones,2/24/15 8:34,IPhone 5s gold Icloud locked,US,300,atlanta,GA, (Target @ Atlantic station),all atlanta,5s,1
cell phones,2/24/15 9:35,White sprint iPhone 5s,US,225,atlanta,GA, (Griffin),all atlanta,5s,1
cell phones,2/24/15 9:45,iPhone 5,US,230,atlanta,GA, (Marietta/east cobb),all atlanta,5,1
cell phones,2/24/15 10:05,IPhone 4 16 GB AT&amp;T excellent condition no cracks or scratches,US,100,atlanta,GA, (south atlanta),all atlanta,4,1
cell phones,2/24/15 11:34,Iphone 6 gold 16 GB ATT,US,350,atlanta,GA, (Kennesaw),all atlanta,6,1
cell phones,2/24/15 11:47,Iphone 4s unlocked excellent condition,US,180,atlanta,GA, (Alpharetta),all atlanta,4s,1
cell phones,2/24/15 12:12,Iphone 5c Verizon,US,225,atlanta,GA, (Gwinnett),all atlanta,5c,1
cell phones,2/24/15 12:15,Verizon iPhone 4 16gb,US,100,atlanta,GA, (Winder ga),all atlanta,4,1
cell phones,2/24/15 12:40,iPhone 5 (black) 16gb AT&amp;T,US,220,atlanta,GA, (Druid Hills),all atlanta,5,1
cell phones,2/24/15 12:48,iPhone 5s,US,160,atlanta,GA,,all atlanta,5s,1
cell phones,2/24/15 13:13,iPhone 5s 16g SPRINT,US,275,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,2/24/15 13:53,FACTORY UNLOCKED APPLE iPHONE 5 64GB BLACK 4G LTE,US,300,atlanta,GA, (Gwinnett),all atlanta,5,1
cell phones,2/24/15 13:54,Iphone 5 32gb ATT,US,200,atlanta,GA, (Buford),all atlanta,5,1
cell phones,2/24/15 14:37,iPhone 6,US,125,atlanta,GA, (ATL),all atlanta,6,1
cell phones,2/24/15 14:55,BRAND NEW VERIZON IPHONE 6 PLUS 128GB GOLD,US,800,atlanta,GA,,all atlanta,6+,1
cell phones,2/24/15 15:03,**LIKE NEW 64GB iPhone 6 Silver Verizon FACTORY UNLOCKED**,US,650,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,2/24/15 15:05,iPhone 5c 32gig Sprint,US,200,atlanta,GA, (Atlanta),all atlanta,5c,1
cell phones,2/24/15 15:21,NEW iPhone 6 64GB Gold GSM Unlocked,US,750,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6,1
cell phones,2/24/15 15:46,iPhone 5C 8GB Blue AT&amp;T GSM Unlocked,US,250,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/24/15 15:52,Selling (*like new iPhone 4 black obo,US,100,atlanta,GA,,all atlanta,4,1
cell phones,2/24/15 15:57,iphone 5s,US,100,atlanta,GA, (stockbridge ga),all atlanta,5s,1
cell phones,2/24/15 16:49,** iphone 5s**,US,300,atlanta,GA, (ROSWELL),all atlanta,5s,1
cell phones,2/24/15 16:52,iPhone 6 Plus Silver GSM Unlocked Refurbished,US,700,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,6+,1
cell phones,2/24/15 17:08,iPhone 4S 32GB Black GSM Unlocked,US,220,atlanta,GA," (Cool Tech Wireless, Norcoss)",all atlanta,4s,1
cell phones,2/24/15 17:29,Space Gray Factory Unlocked iPhone 5s for sale,US,280,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,2/25/15 3:15,NEW IN BOX iphone 5c SPRINT,US,250,atlanta,GA, (lawrenceville),all atlanta,5c,1
cell phones,2/25/15 6:09,Unlocked iPhone 5 - Black - 16GB,US,120,atlanta,GA, (Roswell),all atlanta,5,1
cell phones,2/25/15 8:13,[5] Apple iPhone 6 [Verizon + 64GB] White/Gold,US,1400,atlanta,GA, (Atlanta/East),all atlanta,6,1
cell phones,2/25/15 8:14,iPhone 5s unlocked,US,300,atlanta,GA, (Midtown),all atlanta,5s,1
cell phones,2/25/15 8:28,Gold IPhone 6+ 16 GB (NEW),US,550,atlanta,GA, (dunwoody),all atlanta,6+,1
cell phones,2/25/15 8:57,Apple iphone 5S 32gb gold for AT&amp;T,US,350,atlanta,GA,,all atlanta,5s,1
cell phones,2/25/15 9:04,IPHONE 5c,US,90,atlanta,GA, (duluth),all atlanta,5c,1
cell phones,2/25/15 9:14,IPHONE 5c,US,90,atlanta,GA, (duluth),all atlanta,5c,1
cell phones,2/25/15 10:14,iPhone 5S 32GB Silver AT&amp;T,US,450,atlanta,GA, (Vinings),all atlanta,5s,1
cell phones,2/25/15 10:44,iPhone 5s White 32GB AT&amp;T,US,300,atlanta,GA, (Alpharetta),all atlanta,5s,1
cell phones,2/25/15 11:03,Apple Iphone 5S The Closest Thing To New,US,325,atlanta,GA, (Atlanta and Surrounding Areas),all atlanta,5s,1
cell phones,2/25/15 11:53,iPhone 5s T-Mobile 32gb,US,300,atlanta,GA,,all atlanta,5s,1
cell phones,2/25/15 11:53,iPhone 5s 32gb T-Mobile,US,250,atlanta,GA,,all atlanta,5s,1
cell phones,2/25/15 12:23,4mnth old pristine Unlocked ATT Iphone 6 with 20 months of apple care+,US,795,atlanta,GA, (atlanta ga),all atlanta,6,1
cell phones,2/25/15 12:27,"Iphone 6 (16GB) Still in Plastic, Brand New Unlocked $550.00",US,550,atlanta,GA, (Alpharetta),all atlanta,6,1
cell phones,2/25/15 12:41,iPhone 6,US,500,atlanta,GA,,all atlanta,6,1
cell phones,2/25/15 13:45,Iphone 5 with Otter box,US,250,atlanta,GA, (Cartersville),all atlanta,5,1
cell phones,2/25/15 14:05,IPHONE 5 factory unlocked,US,500,atlanta,GA, (mcdonough),all atlanta,5,1
cell phones,2/25/15 14:36,iPhone 5 32gb Unlocked White,US,140,atlanta,GA,,all atlanta,5,1
cell phones,2/25/15 16:06,AT&amp;T iPhone 5s,US,200,atlanta,GA, (Camp creek),all atlanta,5s,1
cell phones,2/25/15 16:40,iphone 4s cracked good esn at&amp;t was with track phone.,US,100,atlanta,GA, (Atlanta Ga),all atlanta,4s,1
cell phones,2/25/15 16:42,Iphone 6 64gb (Clean Esn),US,300,atlanta,GA,,all atlanta,6,1
cell phones,2/25/15 16:42,Iphone 6 Clean Esn No Cracks 64 gb (Read Ad),US,350,atlanta,GA,,all atlanta,6,1
cell phones,2/25/15 16:42,5 Iphone 6's Clean Esn 64-128 gb No Cracks (Read Ad),US,320,atlanta,GA,,all atlanta,6,1
cell phones,2/25/15 16:43,Iphone 6 Clean Esn 128 Gb No Cracks (Read Ad),US,350,atlanta,GA,,all atlanta,6,1
cell phones,2/25/15 16:52,AT&amp;T IPhone 6 64GB,US,375,atlanta,GA, (Alpharetta),all atlanta,6,1
cell phones,2/25/15 17:35,iphone 5- 64 GB (AT&amp;T),US,250,atlanta,GA, (Candler Park),all atlanta,5,1
cell phones,2/25/15 19:12,iPhone 4s Excellent,US,150,atlanta,GA," (Smyrna, GA)",all atlanta,4s,1
cell phones,2/25/15 19:18,iPhone 6 Plus 16gb (unlocked),US,600,atlanta,GA, (Marietta),all atlanta,6+,1
cell phones,2/25/15 21:34,iPhone 5s dark gray,US,350,atlanta,GA, (Kennesaw),all atlanta,5s,1
cell phones,2/25/15 22:09,Galaxy S4 iphone 4s Samsung apple,US,220,atlanta,GA, (norcross Chamblee dunwoody gwinnett),all atlanta,0,0
cell phones,2/25/15 22:11,IPhone 4s Sprint,US,80,atlanta,GA,,all atlanta,4s,1
cell phones,2/26/15 0:12,Sprint iPhone 5 on iOS 8.3 Beta 2,US,220,atlanta,GA,,all atlanta,5,1
cell phones,2/26/15 4:33,iPhone 5 UNLOCKED (16 GB previously AT&amp;T),US,300,atlanta,GA,,all atlanta,5,1
cell phones,2/26/15 8:11,Iphone 5s (White) AT&amp;T 16GB Excellent Condition,US,290,atlanta,GA,,all atlanta,5s,1
cell phones,2/26/15 8:16,Brand New IPhone 5 C,US,250,atlanta,GA, (Hiram),all atlanta,5c,1
cell phones,2/26/15 8:42,iPhone 5S 32GB ATT,US,325,atlanta,GA, (Alpharetta or Buckhead),all atlanta,5s,1
cell phones,2/26/15 8:52,Brand New IPhone 5 C,US,250,atlanta,GA, (Hiram),all atlanta,5c,1
cell phones,2/26/15 9:07,IPHONE 5C 150$$ cheap$$$,US,150,atlanta,GA, (Conyers),all atlanta,5c,1
cell phones,2/26/15 10:18,iPhone 5 32 gb Black Factory Unlocked Mint condition. $290 OBO ATT,US,290,atlanta,GA, (cumming),all atlanta,5,1
cell phones,2/26/15 11:46,Brand New IPhone 5 C,US,200,atlanta,GA, (Hiram),all atlanta,5c,1
cell phones,2/26/15 11:47,Brand New IPhone 5 C,US,200,atlanta,GA, (Hiram),all atlanta,5c,1
cell phones,2/26/15 12:19,**BRAND NEW 128GB iPhone 6 Space Gray T-Mobile CLEAN IMEI GUARANTEED**,US,730,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,2/26/15 12:26,US cellular iPhone 6 space gray,US,450,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,2/26/15 12:36,iPhone 5,US,250,atlanta,GA, (Kennesaw),all atlanta,5,1
cell phones,2/26/15 12:49,BRAND NEW T-Mobile / Metro iPhone 5C White - 16GB,US,350,atlanta,GA, (Atlanta),all atlanta,5c,1
cell phones,2/26/15 13:15,Sprint iPhone 5s Gold Bad ESN,US,150,atlanta,GA,,all atlanta,5s,1
cell phones,2/26/15 13:58,**GREAT CONDITION 16GB iPhone 5S Gold T-Mobile CLEAN IMEI GUARANTEED**,US,360,atlanta,GA," (Express Electronics, Duluth)",all atlanta,5s,1
cell phones,2/26/15 14:50,iphone 4s unlock any carrier brand new in the box with free 3gift,US,195,atlanta,GA, (griffin-hampton-jonesboro),all atlanta,4s,1
cell phones,2/26/15 15:16,Apple iPhone 5 16 GB (Black),US,210,atlanta,GA, (Alpharetta),all atlanta,5,1
cell phones,2/26/15 15:17,Apple iPhone 5 16GB (Black),US,250,atlanta,GA, (Alpharetta),all atlanta,5,1
cell phones,2/26/15 15:19,iphone 4s white unlocked any carrier any sim 3 free gift,US,175,atlanta,GA, (griffin-hampton-jonesboro),all atlanta,4s,1
cell phones,2/26/15 15:31,Iphone 4s Verizon Unlocked 16gb,US,110,atlanta,GA, (Brookhaven),all atlanta,4s,1
cell phones,2/26/15 15:44,32 gb iphone 4s sprint,US,125,atlanta,GA, (cumming),all atlanta,4s,1
cell phones,2/26/15 15:57,**BRAND NEW 128GB iPhone 6 Plus Gold Verizon FACTORY UNLOCKED**,US,860,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6+,1
cell phones,2/26/15 16:14,"iPhone 4 8gb, verizon",US,70,atlanta,GA, (East Cobb),all atlanta,4,1
cell phones,2/26/15 17:24,Iphone 6 at&amp;t,US,235,atlanta,GA,,all atlanta,6,1
cell phones,2/26/15 17:24,Iphone 6plus ATT,US,275,atlanta,GA,,all atlanta,6+,1
cell phones,2/26/15 17:24,Apple iPhone 6 Plus (Latest Model) - 64GB - Silver (AT&amp;T) BRAND NEW,US,770,atlanta,GA,,all atlanta,6+,1
cell phones,2/26/15 17:32,AT&amp;T Apple iPhone 4S,US,145,atlanta,GA, (Midtown),all atlanta,4s,1
cell phones,2/26/15 19:59,IPhone 6 Plus 64gb Gold,US,650,atlanta,GA, (Alpharetta),all atlanta,6+,1
cell phones,2/27/15 11:59,iPhone 5S SCREEN + 6 MONTH WARRANTY,US,74,atlanta,GA, (ROSWELL),all atlanta,0,0
cell phones,2/27/15 11:36,iPhone 5 AT&amp;T 64GB,US,200,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,2/27/15 11:59,iPhone 5S SCREEN REAPIR,US,74,atlanta,GA, (ROSWELL),all atlanta,0,0
cell phones,2/27/15 11:58,iphone 6 (16gb) Space Gray T-Mobile,US,620,atlanta,GA, (alpharetta),all atlanta,6,1
cell phones,2/27/15 11:59,iPhone 5S SCREEN + 6 MONTH WARRANTY,US,74,atlanta,GA, (ROSWELL),all atlanta,0,0
cell phones,2/27/15 11:59,iPhone 5S SCREEN + 6 MONTH WARRANTY,US,74,atlanta,GA, (ROSWELL),all atlanta,0,0
cell phones,2/27/15 12:04,White iPhone 6plus 16gb,US,600,atlanta,GA,,all atlanta,6+,1
cell phones,2/27/15 12:13,iPhone 4 $100$100$100$100$100,US,100,atlanta,GA, (SUWANNE),all atlanta,4,1
cell phones,2/27/15 12:21,Verizon Iphone black 32 GB,US,200,atlanta,GA, (Roswell),all atlanta,0,1
cell phones,2/27/15 12:38,AT&amp;T iPhone 5 16GB (White),US,250,atlanta,GA, (Suwanee),all atlanta,5,1
cell phones,2/27/15 12:56,iPhone 4s 16 gb,US,100,atlanta,GA, (lawrenceville),all atlanta,4s,1
cell phones,2/27/15 13:06,At&amp;t iPhone 5 16GB good condition,US,180,atlanta,GA,,all atlanta,5,1
cell phones,2/27/15 13:13,UNLOCKED IPHONE 5C'S,US,350,atlanta,GA, (lithonia),all atlanta,5c,1
cell phones,2/27/15 13:37,16gb Apple iPhone 5 cell phone Att,US,220,atlanta,GA, (Marietta),all atlanta,5,1
cell phones,2/27/15 13:38,Looking to buy iphone 6 att,US,350,atlanta,GA, (marietta),all atlanta,0,0
cell phones,2/27/15 13:51,IPhone 5 tmoblie,US,150,atlanta,GA,,all atlanta,5,1
cell phones,2/27/15 14:02,Iphone 5c Tmobile/Metro pcs,US,150,atlanta,GA, (ellenwood),all atlanta,5c,1
cell phones,2/27/15 14:22,iPhone 5s 16g SPRINT,US,260,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,2/27/15 14:49,iPhone 4 8gb Verizon,US,70,atlanta,GA, (Douglasville),all atlanta,4,1
cell phones,2/27/15 15:03,BRAND NEW AT&amp;T iPhone 4S 8GB White / Black - CLEAN IMEI,US,250,atlanta,GA, (Atlanta),all atlanta,4s,1
cell phones,2/27/15 17:53,Iphone 5 16gb unlocked white,US,235,atlanta,GA," (stockbridge, Mcdonough, Atlanta)",all atlanta,5,1
cell phones,2/27/15 19:07,iphone 5s Gold sprint excellent condition,US,295,atlanta,GA, (Sandy Springs),all atlanta,5s,1
cell phones,2/27/15 19:11,Factory unlocked iPhone 5 16 gig with many accessories,US,200,atlanta,GA, (Mall of Georgia),all atlanta,5,1
cell phones,2/27/15 19:12,iPhone 6 - Space Gray - T-Mobile - 16GB -,US,519,atlanta,GA, (mall of Ga/GWINNETT),all atlanta,6,1
cell phones,2/27/15 19:15,BRAND NEW AT&amp;T iPhone 5C Green 16GB - CLEAN IMEI,US,300,atlanta,GA, (Atlanta),all atlanta,5c,1
cell phones,2/27/15 19:27,Iphone 6 Plus,US,700,atlanta,GA, (Woodstock),all atlanta,6+,1
cell phones,2/27/15 19:41,White Sprint Iphone 5,US,250,atlanta,GA,,all atlanta,5,1
cell phones,2/27/15 19:48,Great Deal... Reduced Price... Factory Unlocked IPHONE 5S!,US,340,atlanta,GA, (Decatur),all atlanta,5s,1
cell phones,2/27/15 20:06,IPhone 6 Gold 16 Gb,US,550,atlanta,GA,,all atlanta,6,1
cell phones,2/27/15 20:23,Iphone 5 verizon iCloud locked,US,100,atlanta,GA, (Atlantic station),all atlanta,5,1
cell phones,2/27/15 22:14,IPhone 6+,US,600,atlanta,GA, (Lithonia),all atlanta,6+,1
cell phones,2/27/15 22:43,IPhone 5s unlocked 64gb,US,530,atlanta,GA, (Riverdale),all atlanta,5s,1
cell phones,2/27/15 23:05,Gold iPhone 5s 16gb,US,350,atlanta,GA," (Gainesville,ga)",all atlanta,5s,1
cell phones,2/28/15 1:05,"VERIZON IPHONE 4S, WHITE, 16GB, Extras!",US,175,atlanta,GA, (Griffin),all atlanta,4s,1
cell phones,2/28/15 1:17,IPHONE 6 T-MOBILE BRAND NEW,US,250,atlanta,GA,,all atlanta,6,1
cell phones,2/28/15 2:16,iphone 5,US,290,atlanta,GA, (Conyers ga),all atlanta,5,1
cell phones,2/28/15 6:28,APPLE IPHONE 4S 16GB - AT&amp;T - WHITE SMARTPHONE - GREAT CONDITION,US,124,atlanta,GA,,all atlanta,4s,1
cell phones,2/28/15 7:49,great iphone 5 16 gb with cricket like new,US,200,atlanta,GA, (suwanee),all atlanta,5,1
cell phones,2/28/15 9:24,AT&amp;T iPhone 5 32 GB,US,200,atlanta,GA, (Atlanta),all atlanta,5,1
